task,score,data_path,data_url
Q1,0.0,data/cb4cb604-9440-4d50-ae41-647ac0feee51/94f007ef-8a18-4422-9527-a63b302e85a3/data.csv,https://chronicdata.cdc.gov/views/escb-scz6/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/22923e52-4e3d-4ed1-a2e0-457743e3a021/6bede325-2d8b-4535-8f5c-8fb914d1998a/data.csv,https://data.medicare.gov/api/views/azum-44iv/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/0376210e-f606-4a15-afad-241f4f890e24/2fa7bf7d-450a-40e7-a71d-d72b1ae3dbcb/data.csv,https://data.medicare.gov/api/views/bmqj-88i5/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/00a11627-80d3-4b6b-bcd9-3947ae5b21cf/775aea59-1140-4507-bff8-d41bc737f7f3/data.csv,https://data.medicare.gov/api/views/v29m-db8t/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/97f81714-552c-4a51-be9d-5623e845ef2e/f12739e3-238f-4a3e-8c31-f6abf1bfa53f/data.csv,https://data.transportation.gov/api/views/2eby-tbm6/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/2a41cd7c-6a23-4937-9895-6b4d6ce32fa8/891f92e9-1932-4124-9b89-21ca26cc9baa/data.csv,https://chronicdata.cdc.gov/views/ffbi-is3j/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/b86ac1f0-5925-437d-a2e5-36507ea9c269/622e0b72-6ba2-4bf2-a777-62437f758f10/data.csv,https://chronicdata.cdc.gov/views/kztq-p2jf/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/1abf43d1-2441-4d54-a3e4-f7a8e382ef66/f7b52282-0a6f-4222-9694-f39a5170bcd4/data.csv,https://data.medicare.gov/api/views/vcdt-av5j/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/40902257-0021-4c24-a0de-bc112cf6919a/48a6dc69-353a-4324-8b4b-199423ed1c5a/data.csv,https://chronicdata.cdc.gov/views/xsta-sbh5/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/ec139702-3da1-455e-a98a-032b3582c01a/14317f8c-eb8b-45ab-a747-25630017b5ea/data.csv,https://chronicdata.cdc.gov/views/7nwe-3aj9/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/4783e1e7-a8bf-48d6-a8b5-06c654a795dd/6174a83c-5575-4a15-a4f2-c4de106770d5/data.csv,https://data.medicare.gov/api/views/7t8x-u3ir/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/9e6bcea1-9f81-4bbf-a2c3-a05910ac8de4/7b6fd197-0224-4947-a322-e3a3d35e80c5/data.csv,https://data.medicare.gov/api/views/fqah-awe3/rows.csv?accessType=DOWNLOAD
Q1,0.543450064851,data/9cf495be-38d8-483e-84ee-13552e59420f/5592fbad-0244-4027-a14a-829648ae7b89/data.csv,https://data.medicare.gov/api/views/rd5h-re4c/rows.csv?accessType=DOWNLOAD
Q1,3.0,data/22ac6511-bfa4-44ce-a47c-eb16a90ee6f2/dced3bf8-a135-4324-9fda-c93d28bbc9e4/data.csv,https://data.medicare.gov/api/views/t6ez-29z5/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/240740ed-42ec-4192-978d-9b2e1b631229/99e22fba-d3b3-48aa-bd33-3dfbe1984e6a/data.csv,https://www.ssa.gov/open/data/QUARTERLY-API-TIS-DATA.csv
Q1,0.0,data/b5bf85ef-7a24-40b5-b668-17ae839e7ad6/639cab88-97fd-46a2-bdd5-b14e01a8c1c3/data.csv,https://data.ok.gov/sites/default/files/res_mental_health_reentry_programs_participant_6z7k-vj4n.csv
Q1,0.0,data/1983bdfc-b985-46f7-9c7b-222ce60fcd42/db7f3b24-b452-4b99-817f-493c17dd68ad/data.csv,https://www.ssa.gov/disability/data/SSA-SA-MOWL.csv
Q1,0.0,data/013680f2-fc59-4554-a5ca-7af8aec5a0d1/8b52bde6-cd88-4ae8-a66d-30d77f2434cf/data.csv,https://data.ok.gov/sites/default/files/res_youth_substance_abuse_prevention_3cfz-8ujx.csv
Q1,0.0,data/25f57369-6d4a-410c-b244-cf5e771cef0a/13b327b7-f09a-4fda-85dd-9180afc590a2/data.csv,https://data.ok.gov/sites/default/files/res_health_care_cost_growth_2rx6-rfwj.csv
Q1,0.0,data/373f9e68-0697-4b78-ab11-5797aa1cb6b4/9f752e88-46e1-49c1-bee5-6f1829fa4c06/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q2_2011_zq4p-xiiw.csv
Q1,0.0,data/25f57369-6d4a-410c-b244-cf5e771cef0a/ca1c887c-0a9d-4922-898f-3d472145051a/data.csv,https://data.ok.gov/sites/default/files/res_health_care_cost_growth_-_column_chart_dfnd-zt9d.csv
Q1,0.0,data/373f9e68-0697-4b78-ab11-5797aa1cb6b4/b6194dac-a68d-4eb5-8b2d-ad39316393f5/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q1_2011_xxvf-kunf.csv
Q1,0.0,data/a6efbf19-14d1-4dea-8257-ba502d1b9fc4/4a0634a2-fad3-4581-ade7-015a6c62c072/data.csv,https://data.louisvilleky.gov/sites/default/files/Animal_License.csv
Q1,0.0,data/3f3d10cd-707b-4018-8d1b-02888cab026a/7a7117ae-809c-443f-82ae-80812047e3e9/data.csv,https://www.ftc.gov/system/files/attachments/data-sets/2018q1_hsr_merger_transactions_by_month.csv
Q1,0.0,data/b36dd776-3e56-4727-b49e-02f93455e6ea/9ccca86e-78b6-4248-bc44-7ae0f4f5bf1e/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q2_2012_xuiz-kx8d.csv
Q1,0.0,data/3f3d10cd-707b-4018-8d1b-02888cab026a/06f3c3dd-5689-46d8-96dc-33ddca604358/data.csv,https://www.ftc.gov/system/files/attachments/data-sets/2018q1_hsr_merger_transactions_by_month_dictionary.csv
Q1,0.0,data/00650eea-b658-4ad2-8bbd-567c4980b74d/24ac6998-eddb-465a-b964-e07c55f14af6/data.csv,https://data.ok.gov/sites/default/files/res_foster_home_placement_-_line_chart_ydxw-z6qy.csv
Q1,0.0,data/c55860bc-8ea9-4dc1-8977-2ffa217936ce/feff7303-7d6f-4ec8-b74d-689d407c5603/data.csv,https://data.ok.gov/sites/default/files/res_purchase_card_%28pcard%29_fiscal_year_2015_g82y-cb3r.csv
Q1,0.0,data/a8d1ef9a-2e39-4b9d-ac71-5f2ad6239a04/e571cca2-6e91-4e72-b1ab-2e7db834ff6f/data.csv,https://data.ok.gov/sites/default/files/res_ozone_standards_compliance_days_g6sw-87gn.csv
Q1,0.0,data/b36dd776-3e56-4727-b49e-02f93455e6ea/9445ceab-5750-48ba-98ca-5e2c90482e52/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q3_2012_ck4w-gpnt.csv
Q1,0.0,data/b3b439c5-b89b-44e2-8dea-8bb79333338d/9746a14f-d37e-4243-97d1-4fd9fc5e5915/data.csv,https://data.ok.gov/sites/default/files/res_air_quality_federal_standards_tjx7-8bea.csv
Q1,0.0,data/c2285115-05c2-47e1-a052-c81239bf5557/5b7eba4a-523c-4780-947a-d764ac70374e/data.csv,https://data.ok.gov/sites/default/files/res_debt_per_capita_4n6g-bz7s.csv
Q1,0.0,data/c9a87363-1853-4e83-a3e5-f7a48135c95a/27948d82-9071-4d04-82b1-af47c5240cb2/data.csv,https://data.ok.gov/sites/default/files/res_state_employee_turnover_rate_2imn-v8qj.csv
Q1,0.0,data/c2285115-05c2-47e1-a052-c81239bf5557/4464e49c-5aa1-4819-ba91-c7cdc37f6c43/data.csv,https://data.ok.gov/sites/default/files/res_debt_per_capita_-_column_chart_4c6r-ag6p.csv
Q1,0.0,data/373f9e68-0697-4b78-ab11-5797aa1cb6b4/4df83dca-0cf1-4eef-ac87-259fe885ce73/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q3_2011_bcr4-yhkv.csv
Q1,0.0,data/013680f2-fc59-4554-a5ca-7af8aec5a0d1/e43c6089-21d7-48f8-a6b2-3c550066fcc7/data.csv,https://data.ok.gov/sites/default/files/res_youth_substance_abuse_prevention_-_column_chart_q5e5-bg4h.csv
Q1,0.0,data/06e00be7-dff9-4983-92ad-edf757615e8f/d913cffd-b434-4a70-85fa-c7f1cd4ee418/data.csv,https://data.ok.gov/sites/default/files/res_pre-k_offerings_bsfs-zm54.csv
Q1,0.0,data/367b3945-d75f-4d62-9a03-7e2512ba0970/bf93eee6-8091-4b79-955f-de2459532ba9/data.csv,http://www2.census.gov/acs2013_5yr/pums/csv_pus.zip
Q1,0.0,data/b3b439c5-b89b-44e2-8dea-8bb79333338d/d7043069-06c9-4886-87a4-acd534926fd6/data.csv,https://data.ok.gov/sites/default/files/res_air_quality_federal_standards_-_column_chart_nq35-726h.csv
Q1,0.0,data/d79d5c7d-63b5-4808-bfaf-b4ebcd136e06/3a70fe0f-5b07-4da6-a5c2-81a8f26fc361/data.csv,https://data.ok.gov/sites/default/files/res_audit_coverage_avzi-i7nw.csv
Q1,0.0,data/b5bf85ef-7a24-40b5-b668-17ae839e7ad6/56ed6bd4-9e15-4bea-907d-02b125d5a17c/data.csv,https://data.ok.gov/sites/default/files/res_mental_health_reentry_programs_participant_-_column_chart_8xgr-gnkj.csv
Q1,0.0,data/bf8ae11f-dfd8-4f33-af4e-29d2a2c78a95/97058dca-96ec-4a3f-a415-9980512de526/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q3_2010_ws3u-f9vf.csv
Q1,0.0,data/b36dd776-3e56-4727-b49e-02f93455e6ea/549b9d67-7a3e-4d47-9641-d52d9af9c228/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q1_2012_dqi7-zvab.csv
Q1,0.0,data/00650eea-b658-4ad2-8bbd-567c4980b74d/e29ae9c6-7860-43f0-a1da-9eb7011bc73d/data.csv,https://data.ok.gov/sites/default/files/res_foster_home_placement_j9vf-herr.csv
Q1,0.0,data/d79d5c7d-63b5-4808-bfaf-b4ebcd136e06/c8d1a917-27ac-4d94-937b-3ae8e268b21f/data.csv,https://data.ok.gov/sites/default/files/res_audit_coverage_-_column_chart_hu9c-t9da.csv
Q1,0.0,data/a8d1ef9a-2e39-4b9d-ac71-5f2ad6239a04/6b48f6e1-e1f8-4059-9f5e-78c9a0dbe833/data.csv,https://data.ok.gov/sites/default/files/res_ozone_standards_compliance_days_-_line_chart_p2fn-g7k3.csv
Q1,0.0,data/3d625f23-2ff5-4e09-b404-690ecbf5b3dd/45877cc0-a2b3-4131-b4a4-55c4dc99ef6b/data.csv,https://data.ok.gov/sites/default/files/res_inpatient_re-admittance_care_cdje-ypv8.csv
Q1,0.0,data/06e00be7-dff9-4983-92ad-edf757615e8f/999c1f46-4193-4484-8b5d-0a2b1318fd74/data.csv,https://data.ok.gov/sites/default/files/res_pre-k_offerings_-_column_chart_fsrn-6jwv.csv
Q1,0.0,data/bf8ae11f-dfd8-4f33-af4e-29d2a2c78a95/c583b2dd-e1b2-4dee-8a00-9d9a79881fe4/data.csv,https://data.ok.gov/sites/default/files/res_state_of_oklahoma_payroll_-_q4_2010_b356-is2n.csv
Q1,0.0,data/2901c673-25ff-40fe-923d-4536abab4ca3/982420fb-1f95-456d-91b9-93e5d976327f/data.csv,http://www.cpsc.gov/cgibin/NEISSQuery/home.aspx
Q1,0.0,data/4f55ffd3-0a48-44e0-91ce-8a3df3ad32ab/6c71a5b3-9110-4178-b92a-343a3e8f9f4e/data.csv,https://data.ok.gov/sites/default/files/res_p-card_scheduled_pay_cycle_nanb-6sn8.csv
Q1,0.0,data/3d625f23-2ff5-4e09-b404-690ecbf5b3dd/e5c0ba56-246f-4a3c-abf8-48409d1a50ab/data.csv,https://data.ok.gov/sites/default/files/res_inpatient_re-admittance_care_-_line_chart_2je6-kqu4.csv
Q1,0.0,data/da26e2ea-8ac6-4a2e-ae54-164a0a31107b/d2ffe665-337f-44b1-838d-0a3d80d91c4d/data.csv,https://data.cdc.gov/api/views/hfr9-rurv/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/5196971e-3e18-44e8-88f8-30835adeaef7/41e28983-6ff4-4565-89bb-947c78fb3753/data.csv,http://www.bls.gov/cps
Q1,0.0,data/2fdf48e5-832b-407c-8cf8-c9e45d274a20/ffb62a19-3540-4868-bfdc-33f1841ba31b/data.csv,https://www.federalregister.gov/blog/learn/developers
Q1,0.0,data/d303d5b1-acd0-4f3d-aa75-aa4c7c4e6e59/6a349af1-481b-452a-b023-c6b0147fe2f8/data.csv,http://www.bls.gov/cps
Q1,0.0,data/a9f4e9c9-1a2b-49c3-ae4d-0059af47fddb/85bb6306-2b57-4e43-b0b5-4bcc0b349ad4/data.csv,https://data.cdc.gov/api/views/d2rk-yvas/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/61d4ec96-9957-4e86-9d84-80c61fc2aedf/fd6626dd-b9f3-4d17-86a5-6ba4fb70527c/data.csv,http://doi.org/10.3886/ICPSR34383.v1
Q1,0.0,data/2879243b-2c9c-4fb7-b08e-1931647f1ea7/786fc650-4b91-4411-be0e-f984b1278d06/data.csv,http://www.bls.gov/cps
Q1,0.0,data/3ae328d1-9fec-4fb3-8c84-90d2046cdc25/f4e9dba6-0563-4bf2-b466-ef3b6dfd711f/data.csv,http://doi.org/10.3886/ICPSR34518.v1
Q1,0.0,data/91a8a211-9dbf-435a-8fe6-86e6b7da5650/4feda288-bf71-4ab1-83fd-de4fc0e20e3a/data.csv,http://www.bls.gov/cps
Q1,0.0,data/edc72281-7e35-457d-ba8c-ac35277a3d9d/68c6a723-92a1-44ef-9792-7ea3c63d35c1/data.csv,http://www.bls.gov/cps
Q1,0.0,data/5d944fb4-74d2-4b75-89f2-1dbf9a363364/44e87432-4a18-4ddf-81de-64cb46dd9eb3/data.csv,https://www.federalregister.gov/blog/learn/developers
Q1,0.0,data/165718a7-20cb-4d91-a492-603a4ce17fcb/e4ed0523-3277-46f4-b68a-17d90c5254a9/data.csv,https://data.cdc.gov/api/views/at7e-uhkc/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/a5e56b47-683a-4311-b602-dcb41e199611/c54518b4-89e8-4e59-9588-60c0f3226169/data.csv,https://www.federalregister.gov/blog/learn/developers
Q1,0.0,data/bee79129-2856-4769-bae0-2c0385ba61b7/c96318a9-650f-442d-865f-b7a8ce22157b/data.csv,https://chronicdata.cdc.gov/views/hfr9-rurv/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/474198d1-2d1f-437b-8cd5-e9b389cf5eb1/baddb1e2-e1f5-4159-b32e-7ccf617b27c8/data.csv,https://data.cdc.gov/api/views/gwkv-5rnf/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/1fd5bdca-7660-4b7c-ad6f-3bc90e84e8f0/746280dd-4175-408a-98f2-3660f7301d5c/data.csv,http://www.bls.gov/cps
Q1,0.0,data/4cbff8c0-0cd7-47c6-9922-4519f38eb521/b808610d-7297-422e-82d0-cc9a2d76935f/data.csv,http://doi.org/10.3886/ICPSR34657.v1
Q1,0.0,data/8111af96-59c2-4474-9d12-d5254b3dae40/17bb972a-9d6a-425d-91e6-99de64ab6e1b/data.csv,http://www.bls.gov/cps
Q1,0.0,data/bfa2e840-fa45-4d26-8e6f-2f111c84dd1b/e03bda81-6397-496d-b903-6e6031509902/data.csv,https://data.cdc.gov/api/views/at7e-uhkc/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/25d54c6c-3cc6-495b-88a2-daa7a66257f5/6e92056a-57c7-4d16-8366-5114a10c676e/data.csv,http://doi.org/10.3886/ICPSR23880.v1
Q1,0.0,data/d508c197-8d6b-46af-b137-95f71fa6cddd/8576f5d8-5270-4342-81dd-724916bcc47f/data.csv,http://www.bls.gov/cps
Q1,0.0,data/90713e64-cc64-41df-9168-7a3330452d24/6c4f48c8-7e85-4cd7-82b5-613f58cd522c/data.csv,https://www.ssa.gov/oact/HistEst/Death/2014/DeathProbsE_F_Hist_TR2014.csv
Q1,0.0,data/10beafaf-6e7e-4576-ad55-f52ad9222b69/323c8fe4-aa27-4a8c-a244-7db8c7c2c32e/data.csv,https://data.cdc.gov/api/views/ne52-uraz/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/9cdb3bf5-fb1d-42c7-bf27-05b9076069b1/3fa9a6d5-29c3-4398-8a8c-8f4d360a5e2c/data.csv,https://ampd.epa.gov/ampd/
Q1,0.0,data/8678865f-beb6-4bc9-9211-c03f27968422/708519c3-9128-435c-a537-d54fb9899835/data.csv,https://data.cdc.gov/api/views/piju-vf3p/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/a8d448eb-7048-4080-9d90-0029603b4b22/93f97f4c-9177-42f9-a01c-8960deb0f718/data.csv,https://data.ok.gov/sites/default/files/res_high_school_graduation_rate_gwap-6qqd.csv
Q1,0.0,data/5044c3fd-02b1-426a-a061-db2c551386ac/544a7391-d230-47ba-8bdd-892da96f56f2/data.csv,https://www.ssa.gov/oact/HistEst/Death/2014/DeathProbsE_M_Hist_TR2014.csv
Q1,0.0,data/19318fd4-2a7f-4669-ad28-ab3d04ac1b6b/977b55da-c776-486d-9ebc-c06e1c452f67/data.csv,https://chronicdata.cdc.gov/views/hj2x-85ya/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/7ba09895-2c7a-4932-a72a-1c34f0cd5d1c/de90f2fb-1f92-4ae2-8b97-807bd258c63f/data.csv,https://chronicdata.cdc.gov/views/itia-u6fu/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/ae07f65d-d0dc-4010-a3a9-576b67f76134/f9b38b75-ea4d-41ae-a2cc-67c768f293b0/data.csv,https://chronicdata.cdc.gov/views/8zea-kwnt/rows.csv?accessType=DOWNLOAD
Q1,0.487257900102,data/4d5fa67e-3fbd-47c4-bcac-ca865b6509ff/9b3357a6-13bc-4ad7-9d33-26f1b426ab9b/data.csv,https://chronicdata.cdc.gov/views/kwbr-syv2/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/82ab9f23-c206-437f-a311-9f28f8b245c6/e4083de3-d429-4961-a38b-d1199be83bb7/data.csv,https://www.ssa.gov/oact/HistEst/Death/2014/DeathProbsE_M_Alt2_TR2014.csv
Q1,0.0,data/d4ef9407-6b06-4e7a-b202-21c37f79436e/9e9344d5-9bcd-41e5-876e-ed85754b76b5/data.csv,https://data.cdc.gov/api/views/2snk-eav4/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/3be408bf-5394-4bd2-887b-4db053b09566/0bc1a861-2e8f-49f0-ba58-c2cf772e0799/data.csv,https://www.ssa.gov/oact/HistEst/Death/2014/DeathProbsE_F_Alt2_TR2014.csv
Q1,0.490433031219,data/fbbe01b8-bc22-4c07-b7dd-668e52b0beff/8525646d-8cbd-48c2-b2e8-3fba8c3e807a/data.csv,https://chronicdata.cdc.gov/views/isz8-idbx/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/10fab1cd-3c9b-42ad-bc50-55ef380007b4/b4640f5a-198f-4534-b048-a5e9be53ddbb/data.csv,https://www.epa.gov/radiation/radiological-emergency-response
Q1,0.0,data/81b721d8-b580-433c-a9d2-8f6a33f5a03e/73e7affa-8404-419f-8dae-9b6ab7a82fe8/data.csv,https://www.ssa.gov/open/data/Average-Proc-Time-Until-Hearing-Held.csv
Q1,0.0,data/e164d072-e190-4e19-b7bf-45b035646562/171e7906-df85-407f-abda-1e10805d70b7/data.csv,https://www3.epa.gov/climatechange/EPAactivities/economics/nonco2projections.html
Q1,0.0,data/58105b9f-0e38-4054-87f7-c38bd6a580c0/e840a1d2-5dfe-487e-b734-a7d3a1ff1ab4/data.csv,https://data.cdc.gov/api/views/isz8-idbx/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/3ccc6e9e-974e-49e7-bca5-5f0d207fa485/7ee6e26f-a907-4814-a89b-58272245f4a7/data.csv,https://chronicdata.cdc.gov/views/iuq5-y9ct/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/a8d448eb-7048-4080-9d90-0029603b4b22/b006a312-7589-4ca0-b6dd-d3eac3320ad1/data.csv,https://data.ok.gov/sites/default/files/res_high_school_graduation_rate_-_column_chart_7tgg-akr4.csv
Q1,0.0,data/5236ad82-cada-4e05-859b-0775af5d6dd6/8d92c737-af03-4c02-b838-2ac1b77719a0/data.csv,https://chronicdata.cdc.gov/views/2snk-eav4/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/25722641-dbcf-470f-b1dc-e9bb2883ad15/6e83f65e-d30c-4f5b-858f-e4b414434ab8/data.csv,https://chronicdata.cdc.gov/views/ne52-uraz/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/db9e2ed8-0a5d-4b41-8752-67051ce02cf6/a7981ec1-ff15-4d5d-9c53-1bdf7b274e74/data.csv,https://data.cdc.gov/api/views/hj2x-85ya/rows.csv?accessType=DOWNLOAD
Q1,0.0,data/35ecf73e-733a-4e29-9112-c62f29666fd1/3cfe5e9b-58a4-4060-9d4f-6319d4a50ef5/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/ae3f556d3b3a4380a949779339020d27_2.csv
Q1,0.0,data/a3b620ad-91d7-4879-926b-b78c080db586/eada286d-bcbe-43b7-9d8f-d2ebc9e77d67/data.csv,http://www.fra.dot.gov/eLib/Find#p1_z5_lEA
Q1,0.0,data/604447ed-db71-41db-8d05-7a820fee6283/fde57ab4-6662-441e-90b6-123f3d80859d/data.csv,https://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2009-june_30%2C_2010_m28t-u45h.csv
Q1,0.0,data/604447ed-db71-41db-8d05-7a820fee6283/27505ebd-d60a-4bb8-9ae3-f4dae60c89c0/data.csv,https://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2011-june_30%2C_2012_d59m-upw4.csv
Q1,0.0,data/604447ed-db71-41db-8d05-7a820fee6283/261281d8-f9e8-4a69-863b-3948622e0ad4/data.csv,https://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_oct._12%2C_2005-june_6%2C_2006_vnfc-cx9t.csv
Q1,0.0,data/604447ed-db71-41db-8d05-7a820fee6283/5303d794-f3f0-4929-baf2-c386ddbac882/data.csv,https://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2010-june_30%2C_2011_gif8-bb3z.csv
Q1,0.0,data/604447ed-db71-41db-8d05-7a820fee6283/f6370e68-83ae-4587-9232-12c300b560bf/data.csv,https://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2008-june_30%2C_2009_yv88-ufac.csv
Q1,0.0,data/604447ed-db71-41db-8d05-7a820fee6283/95e5aa95-19be-4a83-a54b-29354d3c97c4/data.csv,https://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2006-june_30%2C_2007_6uc8-aqi7.csv
Q1,0.0,data/604447ed-db71-41db-8d05-7a820fee6283/a1a69b38-4800-4eac-b8de-67965f3cbeda/data.csv,https://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2012-nov._3%2C_2012_tequ-fms8.csv
Q1,0.0,data/20c9c468-c3f2-4c51-8b6b-4ee1af44e450/e0c01bf1-05db-4165-bde6-4da324cb0ae3/data.csv,http://www.navigationdatacenter.us/db/wcsc/data/domestic_waterborne_commerce.csv
Q1,0.0,data/604447ed-db71-41db-8d05-7a820fee6283/03faee5a-5e60-46c0-8997-d55658db1e10/data.csv,https://data.ok.gov/sites/default/files/res_oklahoma_lottery_commission_retailer_ranking_from_july_1%2C_2007-june_30%2C_2008_ia3d-bgv7.csv
Q1,0.0,data/d2a385df-1cd2-467c-ae3e-cddadfb8d22d/72492986-d412-4625-a39b-1ee160e8643a/data.csv,https://energy.gov/
Q1,0.0,data/d06bfc8d-7df6-459c-8cc6-dc70147cb9c0/12c6369b-bc18-44cd-9574-4941386f3a31/data.csv,https://raw.githubusercontent.com/GSA/data/master/dotgov-domains/current-full.csv
Q1,0.0,data/d8edfa3c-ead0-453a-9fe8-16416d31b7ee/9dbb355e-a2cd-4c11-a62e-b3002dddc3f0/data.csv,http://doi.org/10.3886/ICPSR34899.v1
Q1,0.0,data/6b726e8d-ffff-4ae5-bf8f-89f0fff7ead4/0a4bc18f-97d6-48c4-918d-78a466093b20/data.csv,http://doi.org/10.3886/ICPSR34885.v1
Q1,3.0,data/df261116-5c3f-4f6d-b92f-1fe96d2304ff/73c97751-f994-41e7-b8c9-928b7f1e8681/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/6cc86a4b356946f3b2966e68a3761da5_0.csv
Q1,0.0,data/1de1e81f-16bf-407b-bf7f-059d0871c4d2/5970211b-e3b5-4fde-be42-2a0791a38895/data.csv,https://jornada.nmsu.edu/sites/jornada.nmsu.edu/files/data/JornadaStudy_351_permanent_chart_quadrat_perennial_forb_density_data.csv
Q1,0.0,data/d6362954-a224-406c-bb2e-11dca34885d3/dc90758f-bcd7-4a5f-933c-1fea41626acf/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/6cc86a4b356946f3b2966e68a3761da5_0.csv
Q1,0.0,data/9bd0e356-e8a6-4a0d-b622-78e6eeb489f8/0b9ccb97-7cb0-43ea-b3a4-8acde60bdecc/data.csv,https://openei.org/doe-opendata/dataset/6ed3cfff-c5ef-4548-a2e5-b857b3612c37/resource/59ccc1e5-8a93-465a-a0ba-f190510b959a/download/refixedoandmcosts.csv
Q1,0.478703703704,data/ff31df57-8af1-48b4-9a53-a05727b2eca5/4496b399-2af1-4735-a7dd-d5c64406c995/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/6c1d57398aa44c36a6badb541f21e461_0.csv
Q1,0.481994459834,data/1505b9ab-5c58-462c-a1a6-9dc9fd9d747d/d3866a50-c34b-416f-bf84-f7b97185acdd/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/6c1d57398aa44c36a6badb541f21e461_0.csv
Q1,0.0,data/9bd0e356-e8a6-4a0d-b622-78e6eeb489f8/61e0c6fc-903d-4a3a-9280-23f2b63b20b1/data.csv,https://openei.org/doe-opendata/dataset/6ed3cfff-c5ef-4548-a2e5-b857b3612c37/resource/9ba5a0b7-81b9-47a3-b449-eea72fde9915/download/reovernightcosts.csv
Q1,0.0,data/7be4f5e4-7ca0-4eb9-8d87-76fa09333d9f/ebe8df7a-4958-40e6-821c-762e571a86f0/data.csv,http://enterprisecontent-usfs.opendata.arcgis.com/datasets/6cc86a4b356946f3b2966e68a3761da5_0.csv
Q1,0.0,data/baf47117-3750-4cd3-bc5b-9890527c2a2d/78e7a95b-2a0f-4e66-b0c2-f7b282eb2971/data.csv,https://www.ssa.gov/open/data/fy16-onwards-COA-internet-usage-Monthly-53rdweek.csv
Q1,0.0,data/74361d7c-8081-4294-bcc7-c70e24422134/fb3e29d4-e55e-492b-b959-c83a6aedc109/data.csv,https://jornada.nmsu.edu/sites/jornada.nmsu.edu/files/data/Jornada_338002_tromble_weir_precipitation_data.csv
Q1,0.0,data/b2609693-c6cc-40b4-9b9c-53117fd77f41/18740c30-5822-4664-a5a4-b3ae7c5837c2/data.csv,http://www.usaid.gov/opengov/developer/datasets/AguaFriaera.csv
Q1,0.0,data/28c16561-484c-4505-8d95-24be5af17a0c/57da2b5b-ff43-4467-8ba0-0cd5f5b3e056/data.csv,https://jornada.nmsu.edu/sites/jornada.nmsu.edu/files/data/JornadaStudy_351_permanent_chart_quadrat_shrub_and_perennial_grass_cover_data_0.csv
